model,test_case,n_type,test_type,lang,spec,prompt_style,trials,successes,success_rate,ci_lower,ci_upper,success_rate_percent,ci_lower_percent,ci_upper_percent,rate_with_ci
deepseek-r1-1.5b,get_magic_number,n=03,forgiving,en,minilang,fewshot,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,56.14970317550455,0.0% (95% CI: 0.0-56.1)
deepseek-r1-1.5b,get_magic_number,n=03,forgiving,en,minilang_hyper,guided,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,56.14970317550455,0.0% (95% CI: 0.0-56.1)
deepseek-r1-1.5b,get_magic_number,n=03,forgiving,en,pseudocode,fewshot,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,56.14970317550455,0.0% (95% CI: 0.0-56.1)
deepseek-r1-1.5b,get_magic_number,n=03,forgiving,en,pseudocode_hyper,guided,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,56.14970317550455,0.0% (95% CI: 0.0-56.1)
deepseek-r1-1.5b,get_magic_number,n=03,forgiving,en,s_expression,fewshot,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,56.14970317550455,0.0% (95% CI: 0.0-56.1)
deepseek-r1-1.5b,get_magic_number,n=03,forgiving,en,s_expression_hyper,guided,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,56.14970317550455,0.0% (95% CI: 0.0-56.1)
deepseek-r1-1.5b,get_magic_number,n=03,forgiving,ja,minilang,fewshot,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,56.14970317550455,0.0% (95% CI: 0.0-56.1)
deepseek-r1-1.5b,get_magic_number,n=03,forgiving,ja,minilang_hyper,guided,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,56.14970317550455,0.0% (95% CI: 0.0-56.1)
deepseek-r1-1.5b,get_magic_number,n=03,forgiving,ja,pseudocode,fewshot,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,56.14970317550455,0.0% (95% CI: 0.0-56.1)
deepseek-r1-1.5b,get_magic_number,n=03,forgiving,ja,pseudocode_hyper,guided,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,56.14970317550455,0.0% (95% CI: 0.0-56.1)
deepseek-r1-1.5b,get_magic_number,n=03,forgiving,ja,s_expression,fewshot,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,56.14970317550455,0.0% (95% CI: 0.0-56.1)
deepseek-r1-1.5b,get_magic_number,n=03,forgiving,ja,s_expression_hyper,guided,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,56.14970317550455,0.0% (95% CI: 0.0-56.1)
deepseek-r1-1.5b,get_magic_number,n=03,strict,en,minilang,fewshot,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,56.14970317550455,0.0% (95% CI: 0.0-56.1)
deepseek-r1-1.5b,get_magic_number,n=03,strict,en,minilang_hyper,guided,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,56.14970317550455,0.0% (95% CI: 0.0-56.1)
deepseek-r1-1.5b,get_magic_number,n=03,strict,en,pseudocode,fewshot,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,56.14970317550455,0.0% (95% CI: 0.0-56.1)
deepseek-r1-1.5b,get_magic_number,n=03,strict,en,pseudocode_hyper,guided,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,56.14970317550455,0.0% (95% CI: 0.0-56.1)
deepseek-r1-1.5b,get_magic_number,n=03,strict,en,s_expression,fewshot,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,56.14970317550455,0.0% (95% CI: 0.0-56.1)
deepseek-r1-1.5b,get_magic_number,n=03,strict,en,s_expression_hyper,guided,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,56.14970317550455,0.0% (95% CI: 0.0-56.1)
deepseek-r1-1.5b,get_magic_number,n=03,strict,ja,minilang,fewshot,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,56.14970317550455,0.0% (95% CI: 0.0-56.1)
deepseek-r1-1.5b,get_magic_number,n=03,strict,ja,minilang_hyper,guided,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,56.14970317550455,0.0% (95% CI: 0.0-56.1)
deepseek-r1-1.5b,get_magic_number,n=03,strict,ja,pseudocode,fewshot,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,56.14970317550455,0.0% (95% CI: 0.0-56.1)
deepseek-r1-1.5b,get_magic_number,n=03,strict,ja,pseudocode_hyper,guided,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,56.14970317550455,0.0% (95% CI: 0.0-56.1)
deepseek-r1-1.5b,get_magic_number,n=03,strict,ja,s_expression,fewshot,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,56.14970317550455,0.0% (95% CI: 0.0-56.1)
deepseek-r1-1.5b,get_magic_number,n=03,strict,ja,s_expression_hyper,guided,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,56.14970317550455,0.0% (95% CI: 0.0-56.1)
falcon3-1b,get_magic_number,n=03,forgiving,en,minilang,fewshot,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,56.14970317550455,0.0% (95% CI: 0.0-56.1)
falcon3-1b,get_magic_number,n=03,forgiving,en,minilang_hyper,guided,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,56.14970317550455,0.0% (95% CI: 0.0-56.1)
falcon3-1b,get_magic_number,n=03,forgiving,en,pseudocode,fewshot,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,56.14970317550455,0.0% (95% CI: 0.0-56.1)
falcon3-1b,get_magic_number,n=03,forgiving,en,pseudocode_hyper,guided,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,56.14970317550455,0.0% (95% CI: 0.0-56.1)
falcon3-1b,get_magic_number,n=03,forgiving,en,s_expression,fewshot,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,56.14970317550455,0.0% (95% CI: 0.0-56.1)
falcon3-1b,get_magic_number,n=03,forgiving,en,s_expression_hyper,guided,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,56.14970317550455,0.0% (95% CI: 0.0-56.1)
falcon3-1b,get_magic_number,n=03,forgiving,ja,minilang,fewshot,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,56.14970317550455,0.0% (95% CI: 0.0-56.1)
falcon3-1b,get_magic_number,n=03,forgiving,ja,minilang_hyper,guided,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,56.14970317550455,0.0% (95% CI: 0.0-56.1)
falcon3-1b,get_magic_number,n=03,forgiving,ja,pseudocode,fewshot,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,56.14970317550455,0.0% (95% CI: 0.0-56.1)
falcon3-1b,get_magic_number,n=03,forgiving,ja,pseudocode_hyper,guided,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,56.14970317550455,0.0% (95% CI: 0.0-56.1)
falcon3-1b,get_magic_number,n=03,forgiving,ja,s_expression,fewshot,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,56.14970317550455,0.0% (95% CI: 0.0-56.1)
falcon3-1b,get_magic_number,n=03,forgiving,ja,s_expression_hyper,guided,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,56.14970317550455,0.0% (95% CI: 0.0-56.1)
falcon3-1b,get_magic_number,n=03,strict,en,minilang,fewshot,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,56.14970317550455,0.0% (95% CI: 0.0-56.1)
falcon3-1b,get_magic_number,n=03,strict,en,minilang_hyper,guided,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,56.14970317550455,0.0% (95% CI: 0.0-56.1)
falcon3-1b,get_magic_number,n=03,strict,en,pseudocode,fewshot,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,56.14970317550455,0.0% (95% CI: 0.0-56.1)
falcon3-1b,get_magic_number,n=03,strict,en,pseudocode_hyper,guided,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,56.14970317550455,0.0% (95% CI: 0.0-56.1)
falcon3-1b,get_magic_number,n=03,strict,en,s_expression,fewshot,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,56.14970317550455,0.0% (95% CI: 0.0-56.1)
falcon3-1b,get_magic_number,n=03,strict,en,s_expression_hyper,guided,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,56.14970317550455,0.0% (95% CI: 0.0-56.1)
falcon3-1b,get_magic_number,n=03,strict,ja,minilang,fewshot,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,56.14970317550455,0.0% (95% CI: 0.0-56.1)
falcon3-1b,get_magic_number,n=03,strict,ja,minilang_hyper,guided,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,56.14970317550455,0.0% (95% CI: 0.0-56.1)
falcon3-1b,get_magic_number,n=03,strict,ja,pseudocode,fewshot,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,56.14970317550455,0.0% (95% CI: 0.0-56.1)
falcon3-1b,get_magic_number,n=03,strict,ja,pseudocode_hyper,guided,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,56.14970317550455,0.0% (95% CI: 0.0-56.1)
falcon3-1b,get_magic_number,n=03,strict,ja,s_expression,fewshot,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,56.14970317550455,0.0% (95% CI: 0.0-56.1)
falcon3-1b,get_magic_number,n=03,strict,ja,s_expression_hyper,guided,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,56.14970317550455,0.0% (95% CI: 0.0-56.1)
falcon3-3b,fizzbuzz,n=30,forgiving,en,minilang,fewshot,30,14,0.4666666666666667,0.30232388907699753,0.638577003801267,46.666666666666664,30.232388907699754,63.8577003801267,46.7% (95% CI: 30.2-63.9)
falcon3-3b,fizzbuzz,n=30,forgiving,en,minilang_hyper,guided,30,30,1.0,0.8864866068260311,1.0,100.0,88.64866068260311,100.0,100.0% (95% CI: 88.6-100.0)
falcon3-3b,fizzbuzz,n=30,forgiving,en,pseudocode,fewshot,30,30,1.0,0.8864866068260311,1.0,100.0,88.64866068260311,100.0,100.0% (95% CI: 88.6-100.0)
falcon3-3b,fizzbuzz,n=30,forgiving,en,pseudocode_hyper,guided,30,30,1.0,0.8864866068260311,1.0,100.0,88.64866068260311,100.0,100.0% (95% CI: 88.6-100.0)
falcon3-3b,fizzbuzz,n=30,forgiving,en,s_expression,fewshot,30,30,1.0,0.8864866068260311,1.0,100.0,88.64866068260311,100.0,100.0% (95% CI: 88.6-100.0)
falcon3-3b,fizzbuzz,n=30,forgiving,en,s_expression_hyper,guided,30,1,0.03333333333333333,0.005908590381612455,0.16670390991409176,3.3333333333333335,0.5908590381612455,16.670390991409175,3.3% (95% CI: 0.6-16.7)
falcon3-3b,fizzbuzz,n=30,forgiving,ja,minilang,fewshot,30,6,0.2,0.09505107177289873,0.3730569641314826,20.0,9.505107177289872,37.30569641314826,20.0% (95% CI: 9.5-37.3)
falcon3-3b,fizzbuzz,n=30,forgiving,ja,minilang_hyper,guided,30,27,0.9,0.7437891742081592,0.9654001112526659,90.0,74.37891742081591,96.54001112526659,90.0% (95% CI: 74.4-96.5)
falcon3-3b,fizzbuzz,n=30,forgiving,ja,pseudocode,fewshot,30,0,0.0,0.0,0.1135133931739688,0.0,0.0,11.35133931739688,0.0% (95% CI: 0.0-11.4)
falcon3-3b,fizzbuzz,n=30,forgiving,ja,pseudocode_hyper,guided,30,1,0.03333333333333333,0.005908590381612455,0.16670390991409176,3.3333333333333335,0.5908590381612455,16.670390991409175,3.3% (95% CI: 0.6-16.7)
falcon3-3b,fizzbuzz,n=30,forgiving,ja,s_expression,fewshot,30,27,0.9,0.7437891742081592,0.9654001112526659,90.0,74.37891742081591,96.54001112526659,90.0% (95% CI: 74.4-96.5)
falcon3-3b,fizzbuzz,n=30,forgiving,ja,s_expression_hyper,guided,30,28,0.9333333333333333,0.7867654163738307,0.9815229762087296,93.33333333333333,78.67654163738307,98.15229762087296,93.3% (95% CI: 78.7-98.2)
falcon3-3b,fizzbuzz,n=30,strict,en,minilang,fewshot,30,12,0.4,0.24590628116801855,0.5767963974667754,40.0,24.590628116801856,57.67963974667754,40.0% (95% CI: 24.6-57.7)
falcon3-3b,fizzbuzz,n=30,strict,en,minilang_hyper,guided,30,30,1.0,0.8864866068260311,1.0,100.0,88.64866068260311,100.0,100.0% (95% CI: 88.6-100.0)
falcon3-3b,fizzbuzz,n=30,strict,en,pseudocode,fewshot,30,30,1.0,0.8864866068260311,1.0,100.0,88.64866068260311,100.0,100.0% (95% CI: 88.6-100.0)
falcon3-3b,fizzbuzz,n=30,strict,en,pseudocode_hyper,guided,30,30,1.0,0.8864866068260311,1.0,100.0,88.64866068260311,100.0,100.0% (95% CI: 88.6-100.0)
falcon3-3b,fizzbuzz,n=30,strict,en,s_expression,fewshot,30,30,1.0,0.8864866068260311,1.0,100.0,88.64866068260311,100.0,100.0% (95% CI: 88.6-100.0)
falcon3-3b,fizzbuzz,n=30,strict,en,s_expression_hyper,guided,30,0,0.0,0.0,0.1135133931739688,0.0,0.0,11.35133931739688,0.0% (95% CI: 0.0-11.4)
falcon3-3b,fizzbuzz,n=30,strict,ja,minilang,fewshot,30,5,0.16666666666666666,0.07336542371848548,0.33564350506416035,16.666666666666664,7.336542371848548,33.564350506416034,16.7% (95% CI: 7.3-33.6)
falcon3-3b,fizzbuzz,n=30,strict,ja,minilang_hyper,guided,30,29,0.9666666666666667,0.8332960900859081,0.9940914096183875,96.66666666666667,83.32960900859081,99.40914096183874,96.7% (95% CI: 83.3-99.4)
falcon3-3b,fizzbuzz,n=30,strict,ja,pseudocode,fewshot,30,0,0.0,0.0,0.1135133931739688,0.0,0.0,11.35133931739688,0.0% (95% CI: 0.0-11.4)
falcon3-3b,fizzbuzz,n=30,strict,ja,pseudocode_hyper,guided,30,1,0.03333333333333333,0.005908590381612455,0.16670390991409176,3.3333333333333335,0.5908590381612455,16.670390991409175,3.3% (95% CI: 0.6-16.7)
falcon3-3b,fizzbuzz,n=30,strict,ja,s_expression,fewshot,30,27,0.9,0.7437891742081592,0.9654001112526659,90.0,74.37891742081591,96.54001112526659,90.0% (95% CI: 74.4-96.5)
falcon3-3b,fizzbuzz,n=30,strict,ja,s_expression_hyper,guided,30,26,0.8666666666666667,0.703186733179637,0.9469034451594526,86.66666666666667,70.3186733179637,94.69034451594526,86.7% (95% CI: 70.3-94.7)
falcon3-3b,get_magic_number,n=03,forgiving,en,minilang,fewshot,3,3,1.0,0.43850296824495444,1.0,100.0,43.850296824495445,100.0,100.0% (95% CI: 43.9-100.0)
falcon3-3b,get_magic_number,n=03,forgiving,en,minilang_hyper,guided,3,3,1.0,0.43850296824495444,1.0,100.0,43.850296824495445,100.0,100.0% (95% CI: 43.9-100.0)
falcon3-3b,get_magic_number,n=03,forgiving,en,pseudocode,fewshot,3,3,1.0,0.43850296824495444,1.0,100.0,43.850296824495445,100.0,100.0% (95% CI: 43.9-100.0)
falcon3-3b,get_magic_number,n=03,forgiving,en,pseudocode_hyper,guided,3,1,0.3333333333333333,0.06149194472039626,0.7923403991979523,33.33333333333333,6.1491944720396265,79.23403991979524,33.3% (95% CI: 6.1-79.2)
falcon3-3b,get_magic_number,n=03,forgiving,en,s_expression,fewshot,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,56.14970317550455,0.0% (95% CI: 0.0-56.1)
falcon3-3b,get_magic_number,n=03,forgiving,en,s_expression_hyper,guided,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,56.14970317550455,0.0% (95% CI: 0.0-56.1)
falcon3-3b,get_magic_number,n=03,forgiving,ja,minilang,fewshot,3,1,0.3333333333333333,0.06149194472039626,0.7923403991979523,33.33333333333333,6.1491944720396265,79.23403991979524,33.3% (95% CI: 6.1-79.2)
falcon3-3b,get_magic_number,n=03,forgiving,ja,minilang_hyper,guided,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,56.14970317550455,0.0% (95% CI: 0.0-56.1)
falcon3-3b,get_magic_number,n=03,forgiving,ja,pseudocode,fewshot,3,3,1.0,0.43850296824495444,1.0,100.0,43.850296824495445,100.0,100.0% (95% CI: 43.9-100.0)
falcon3-3b,get_magic_number,n=03,forgiving,ja,pseudocode_hyper,guided,3,3,1.0,0.43850296824495444,1.0,100.0,43.850296824495445,100.0,100.0% (95% CI: 43.9-100.0)
falcon3-3b,get_magic_number,n=03,forgiving,ja,s_expression,fewshot,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,56.14970317550455,0.0% (95% CI: 0.0-56.1)
falcon3-3b,get_magic_number,n=03,forgiving,ja,s_expression_hyper,guided,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,56.14970317550455,0.0% (95% CI: 0.0-56.1)
falcon3-3b,get_magic_number,n=03,strict,en,minilang,fewshot,3,3,1.0,0.43850296824495444,1.0,100.0,43.850296824495445,100.0,100.0% (95% CI: 43.9-100.0)
falcon3-3b,get_magic_number,n=03,strict,en,minilang_hyper,guided,3,3,1.0,0.43850296824495444,1.0,100.0,43.850296824495445,100.0,100.0% (95% CI: 43.9-100.0)
falcon3-3b,get_magic_number,n=03,strict,en,pseudocode,fewshot,3,3,1.0,0.43850296824495444,1.0,100.0,43.850296824495445,100.0,100.0% (95% CI: 43.9-100.0)
falcon3-3b,get_magic_number,n=03,strict,en,pseudocode_hyper,guided,3,1,0.3333333333333333,0.06149194472039626,0.7923403991979523,33.33333333333333,6.1491944720396265,79.23403991979524,33.3% (95% CI: 6.1-79.2)
falcon3-3b,get_magic_number,n=03,strict,en,s_expression,fewshot,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,56.14970317550455,0.0% (95% CI: 0.0-56.1)
falcon3-3b,get_magic_number,n=03,strict,en,s_expression_hyper,guided,3,3,1.0,0.43850296824495444,1.0,100.0,43.850296824495445,100.0,100.0% (95% CI: 43.9-100.0)
falcon3-3b,get_magic_number,n=03,strict,ja,minilang,fewshot,3,2,0.6666666666666666,0.2076596008020477,0.9385080552796037,66.66666666666666,20.76596008020477,93.85080552796038,66.7% (95% CI: 20.8-93.9)
falcon3-3b,get_magic_number,n=03,strict,ja,minilang_hyper,guided,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,56.14970317550455,0.0% (95% CI: 0.0-56.1)
falcon3-3b,get_magic_number,n=03,strict,ja,pseudocode,fewshot,3,1,0.3333333333333333,0.06149194472039626,0.7923403991979523,33.33333333333333,6.1491944720396265,79.23403991979524,33.3% (95% CI: 6.1-79.2)
falcon3-3b,get_magic_number,n=03,strict,ja,pseudocode_hyper,guided,3,3,1.0,0.43850296824495444,1.0,100.0,43.850296824495445,100.0,100.0% (95% CI: 43.9-100.0)
falcon3-3b,get_magic_number,n=03,strict,ja,s_expression,fewshot,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,56.14970317550455,0.0% (95% CI: 0.0-56.1)
falcon3-3b,get_magic_number,n=03,strict,ja,s_expression_hyper,guided,3,0,0.0,0.0,0.5614970317550455,0.0,0.0,56.14970317550455,0.0% (95% CI: 0.0-56.1)
falcon3-3b,get_magic_number,n=30,forgiving,en,minilang,fewshot,30,30,1.0,0.8864866068260311,1.0,100.0,88.64866068260311,100.0,100.0% (95% CI: 88.6-100.0)
falcon3-3b,get_magic_number,n=30,forgiving,en,minilang_hyper,guided,30,28,0.9333333333333333,0.7867654163738307,0.9815229762087296,93.33333333333333,78.67654163738307,98.15229762087296,93.3% (95% CI: 78.7-98.2)
falcon3-3b,get_magic_number,n=30,forgiving,en,pseudocode,fewshot,30,30,1.0,0.8864866068260311,1.0,100.0,88.64866068260311,100.0,100.0% (95% CI: 88.6-100.0)
falcon3-3b,get_magic_number,n=30,forgiving,en,pseudocode_hyper,guided,30,7,0.23333333333333334,0.11792388144489496,0.40928326158122175,23.333333333333332,11.792388144489497,40.928326158122175,23.3% (95% CI: 11.8-40.9)
falcon3-3b,get_magic_number,n=30,forgiving,en,s_expression,fewshot,30,0,0.0,0.0,0.1135133931739688,0.0,0.0,11.35133931739688,0.0% (95% CI: 0.0-11.4)
falcon3-3b,get_magic_number,n=30,forgiving,en,s_expression_hyper,guided,30,23,0.7666666666666667,0.5907167384187783,0.882076118555105,76.66666666666667,59.071673841877825,88.2076118555105,76.7% (95% CI: 59.1-88.2)
falcon3-3b,get_magic_number,n=30,forgiving,ja,minilang,fewshot,30,22,0.7333333333333333,0.555520383048111,0.8581733668040368,73.33333333333333,55.552038304811106,85.81733668040368,73.3% (95% CI: 55.6-85.8)
falcon3-3b,get_magic_number,n=30,forgiving,ja,minilang_hyper,guided,30,0,0.0,0.0,0.1135133931739688,0.0,0.0,11.35133931739688,0.0% (95% CI: 0.0-11.4)
falcon3-3b,get_magic_number,n=30,forgiving,ja,pseudocode,fewshot,30,14,0.4666666666666667,0.30232388907699753,0.638577003801267,46.666666666666664,30.232388907699754,63.8577003801267,46.7% (95% CI: 30.2-63.9)
falcon3-3b,get_magic_number,n=30,forgiving,ja,pseudocode_hyper,guided,30,30,1.0,0.8864866068260311,1.0,100.0,88.64866068260311,100.0,100.0% (95% CI: 88.6-100.0)
falcon3-3b,get_magic_number,n=30,forgiving,ja,s_expression,fewshot,30,0,0.0,0.0,0.1135133931739688,0.0,0.0,11.35133931739688,0.0% (95% CI: 0.0-11.4)
falcon3-3b,get_magic_number,n=30,forgiving,ja,s_expression_hyper,guided,30,0,0.0,0.0,0.1135133931739688,0.0,0.0,11.35133931739688,0.0% (95% CI: 0.0-11.4)
falcon3-3b,get_magic_number,n=30,strict,en,minilang,fewshot,30,30,1.0,0.8864866068260311,1.0,100.0,88.64866068260311,100.0,100.0% (95% CI: 88.6-100.0)
falcon3-3b,get_magic_number,n=30,strict,en,minilang_hyper,guided,30,30,1.0,0.8864866068260311,1.0,100.0,88.64866068260311,100.0,100.0% (95% CI: 88.6-100.0)
falcon3-3b,get_magic_number,n=30,strict,en,pseudocode,fewshot,30,30,1.0,0.8864866068260311,1.0,100.0,88.64866068260311,100.0,100.0% (95% CI: 88.6-100.0)
falcon3-3b,get_magic_number,n=30,strict,en,pseudocode_hyper,guided,30,11,0.36666666666666664,0.2187392080610071,0.5448643634520512,36.666666666666664,21.87392080610071,54.48643634520513,36.7% (95% CI: 21.9-54.5)
falcon3-3b,get_magic_number,n=30,strict,en,s_expression,fewshot,30,0,0.0,0.0,0.1135133931739688,0.0,0.0,11.35133931739688,0.0% (95% CI: 0.0-11.4)
falcon3-3b,get_magic_number,n=30,strict,en,s_expression_hyper,guided,30,28,0.9333333333333333,0.7867654163738307,0.9815229762087296,93.33333333333333,78.67654163738307,98.15229762087296,93.3% (95% CI: 78.7-98.2)
falcon3-3b,get_magic_number,n=30,strict,ja,minilang,fewshot,30,20,0.6666666666666666,0.48780051644543837,0.8076950191632386,66.66666666666666,48.78005164454384,80.76950191632386,66.7% (95% CI: 48.8-80.8)
falcon3-3b,get_magic_number,n=30,strict,ja,minilang_hyper,guided,30,0,0.0,0.0,0.1135133931739688,0.0,0.0,11.35133931739688,0.0% (95% CI: 0.0-11.4)
